name,price,img,description
Toyota Camry,"
$16500

1474440сом
",https://im.mashina.kg/tachka/images//8/4/0/840b178bb2cd13b2d74aeb027b8a64c8_240x180.jpg,"

2017г.,2.5л.,автомат



седан,бензин

рульслева,120000км
"
BMW X5,"
$80000

7148800сом
",https://im.mashina.kg/tachka/images//a/1/b/a1b752a345829a2fad50d149a4cfa90a_240x180.jpg,"

2019г.,3л.,автомат



внедорожник5дв.,бензин

рульслева,51000км
"
Nissan Primera,"
$3917

350000сом
",https://im.mashina.kg/tachka/images//b/b/e/bbe21173c87dd50221145f65859d5da2_240x180.jpg,"

2002г.,1.8л.,механика



хэтчбек5дв.,бензин

рульслева,270000км
"
LiXiang L9,"
$61200

5468832сом
",https://im.mashina.kg/tachka/images//a/c/6/ac61344f16ebe10ffc6417c214b33718_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,20км
"
BYD Tang,"

$
44000



$
42900

",https://im.mashina.kg/tachka/images//2/4/1/241b5d9a3f21fb0ad8d66fb3c82cbd81_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,25км
"
EXEED RX,"
$32500

2904200сом
",https://im.mashina.kg/tachka/images//9/1/f/91f17bc213a978ba2973a39bbbeb03b3_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,17км
"
Chevrolet Monza,"
$14600

1304656сом
",https://im.mashina.kg/tachka/images//1/1/7/117f10df8f4ff94a5c1eb85942e2fd42_240x180.jpg,"

2023г.,1.5л.,робот



седан,бензин

рульслева,20км
"
Subaru Forester,"
$21000

1876560сом
",https://im.mashina.kg/tachka/images//7/f/9/7f956f918f74c3a6e237f4d5d10f2657_240x180.jpg,"

2019г.,2.5л.,вариатор



внедорожник5дв.,бензин

рульслева,48000км
"
Zeekr 001,"
$57500

5138200сом
",https://im.mashina.kg/tachka/images//b/3/9/b39b10ca28dafddc70a7935ad196760c_240x180.jpg,"

2023г.,автомат



лифтбек,электро

рульслева,24км
"
Daewoo Matiz,"
$3133

280000сом
",https://im.mashina.kg/tachka/images//4/3/8/4386f45fc553391ff83355abdb6b7cff_240x180.jpg,"

2004г.,0.8л.,автомат



хэтчбек5дв.,бензин

рульслева,194000км
"
Toyota Yaris,"
$5819

520000сом
",https://im.mashina.kg/tachka/images//e/b/c/ebc94bf16c3988fc84d22866f300a58b_240x180.jpg,"

2008г.,1л.,механика



хэтчбек5дв.,бензин

рульслева,220000км
"
Hyundai Mufasa,"
$26100

2332296сом
",https://im.mashina.kg/tachka/images//5/7/7/577be4e3fc8582b69a974b250edfba48_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,25км
"
Zeekr 001,"

$
65600



$
52900

",https://im.mashina.kg/tachka/images//d/7/1/d71cfa3cfda889cbb23cfa548b366f59_240x180.jpg,"

2023г.,автомат



лифтбек,электро

рульслева,36км
"
Hyundai Elantra,"
$17500

1563800сом
",https://im.mashina.kg/tachka/images//0/e/6/0e69144a565297d0103347673eb88db5_240x180.jpg,"

2023г.,1.5л.,вариатор



седан,бензин

рульслева,10км
"
Toyota Camry,"
$31000

2770160сом
",https://im.mashina.kg/tachka/images//3/6/5/365367bdcf4ea1ee45f3f436bfcf6a75_240x180.jpg,"

2023г.,2.5л.,автомат



седан,бензин

рульслева,15км
"
Lexus RX,"
$16800

1501248сом
",https://im.mashina.kg/tachka/images//5/4/5/545b81694ed10669bc7c33829e4002c8_240x180.jpg,"

2007г.,3.5л.,автомат



внедорожник5дв.,бензин

рульслева,190000км
"
Lexus GX,"
$43500

3887160сом
",https://im.mashina.kg/tachka/images//8/1/2/8124951a02ede989d99ea1e72c1f9dd6_240x180.jpg,"

2015г.,4.6л.,автомат



внедорожник5дв.,бензин

рульслева,308993км
"
Lexus RX,"
$50500

4512680сом
",https://im.mashina.kg/tachka/images//3/8/f/38fab8298e0a48e0475f437e61617613_240x180.jpg,"

2021г.,3.5л.,автомат



внедорожник5дв.,бензин

рульслева,15500км
"
BMW X5,"
$36000

3216960сом
",https://im.mashina.kg/tachka/images//1/c/5/1c5da657a155981aa618269cb5021aab_240x180.jpg,"

2018г.,3л.,автомат



внедорожник5дв.,бензин

рульслева,88000км
"
Toyota Ist,"
$7500

670200сом
",https://im.mashina.kg/tachka/images//6/7/8/67879d38ea57d817c482ea2bbec4123a_240x180.jpg,"

2003г.,1.5л.,автомат



хэтчбек5дв.,бензин

рульсправа,210000км
"
Toyota Camry,"
$11500

1027640сом
",https://im.mashina.kg/tachka/images//d/d/e/ddeee12d7ec54eb1571f6e7b93fa1d3b_240x180.jpg,"

2005г.,2.4л.,автомат



седан,бензин

рульслева,143038км
"
LiXiang L9,"
$61900

5531384сом
",https://im.mashina.kg/tachka/images//b/7/d/b7dd73d81cac48d042a983062836c10d_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,35км
"
Zeekr X,"

$
29880



$
29400

",https://im.mashina.kg/tachka/images//7/a/f/7af21f696d20f79a6c3daf08a34be177_240x180.jpg,"

2023г.,автомат



внедорожник5дв.,электро

рульслева,29км
"
GAC Trumpchi M8,"
$46000

4110560сом
",https://im.mashina.kg/tachka/images//e/0/1/e016f87c0a17d7442debda401de82c5f_240x180.jpg,"

2023г.,2л.,автомат



минивэн,бензин

рульслева,10км
"
Nissan Mistral,"
$4000

357440сом
",https://im.mashina.kg/tachka/images//2/2/b/22b5916435e8980d6a5ca8772b09d63e_240x180.jpg,"

1996г.,2.7л.,автомат



внедорожник5дв.,дизель

рульсправа,280000км
"
Kia Morning,"
$11500

1027640сом
",https://im.mashina.kg/tachka/images//0/c/e/0ceb9b8fd50ecf6ff383cc575a9d2f0e_240x180.jpg,"

2020г.,1л.,автомат



хэтчбек5дв.,бензин

рульслева,96000км
"
Hyundai Solaris,"
$6826

610000сом
",https://im.mashina.kg/tachka/images//b/0/c/b0c691b5835c1b5446f6269cf8273572_240x180.jpg,"

2015г.,1.4л.,механика



седан,бензин

рульслева,400000км
"
Geely Coolray,"
$18000

1608480сом
",https://im.mashina.kg/tachka/images//2/a/a/2aaf61461769ff82207d947c0eea32ee_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева,30км
"
EXEED RX,"

$
35860



$
29500

",https://im.mashina.kg/tachka/images//c/0/9/c09b111cba71c2b1963512b8e86df04b_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева,25км
"
Honda Accord,"
$7300

652328сом
",https://im.mashina.kg/tachka/images//2/7/6/2767d0f1e5aaa7acba7b170d4bcdb551_240x180.jpg,"

2002г.,2л.,автомат



седан,бензин

рульсправа,150000км
"
Geely Atlas Pro,"
$26200

2341232сом
",https://im.mashina.kg/tachka/images//3/a/d/3ad258f278ab40d654c32725401940ed_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,бензин

рульслева,12км
"
Tank 300,"

$
36100



$
34300

",https://im.mashina.kg/tachka/images//c/6/b/c6bd5fbcb7d38c69bfc8a8851da945e4_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,26км
"
Tank 300,"

$
40000



$
35000

",https://im.mashina.kg/tachka/images//9/b/4/9b4198683a5e19a6dffc6de2f85f31cb_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,23км
"
Honda Fit,"
$4812

430000сом
",https://im.mashina.kg/tachka/images//9/e/0/9e0eadf64c9faa8f8fdd945219959752_240x180.jpg,"

2002г.,1.3л.,вариатор



хэтчбек5дв.,бензин

рульсправа,20000км
"
Geely Atlas Pro,"
$26500

2368040сом
",https://im.mashina.kg/tachka/images//7/4/9/7491ebac451747129762ffea40b2ce7d_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,бензин

рульслева,15км
"
Kia Ceed,"
$10800

965088сом
",https://im.mashina.kg/tachka/images//1/1/3/11305ffaea9b25fa7250a1546f795818_240x180.jpg,"

2018г.,1.6л.,автомат



универсал,бензин

рульслева,56000км
"
Hyundai Sonata,"
$14000

1251040сом
",https://im.mashina.kg/tachka/images//8/d/9/8d9cf06c282e81105a0968fd526f7881_240x180.jpg,"

2017г.,2.4л.,автомат



седан,бензин

рульслева,74500км
"
BYD e2,"

$
18000



$
17450

",https://im.mashina.kg/tachka/images//4/7/6/4762685769f130d4ceac9f131381b95f_240x180.jpg,"

2023г.,автомат



хэтчбек5дв.,электро

рульслева,30км
"
Geely Binyue,"

$
16000



$
14500

",https://im.mashina.kg/tachka/images//9/9/0/99002d5b18db82f02f2bcddc659275ce_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева,27км
"
Geely Coolray,"
$18700

1671032сом
",https://im.mashina.kg/tachka/images//b/9/2/b92874a203a89a0fd8cd59a9c6877d7e_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева,10км
"
Aito M5,"
$38000

3395680сом
",https://im.mashina.kg/tachka/images//6/d/e/6deb6b58feb45313381a92402d25a5c1_240x180.jpg,"

2022г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,25000км
"
Geely Binyue,"

$
16400



$
14700

",https://im.mashina.kg/tachka/images//c/b/c/cbccfcd120b1a4eb452ecddd16106508_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева,25км
"
Toyota Camry,"

$
29500



$
28000

",https://im.mashina.kg/tachka/images//e/7/c/e7c6b1270a9bfa72e87bd1a76bcb32b9_240x180.jpg,"

2023г.,2.5л.,автомат



седан,бензин

рульслева,25км
"
Geely Coolray,"
$18700

1671032сом
",https://im.mashina.kg/tachka/images//d/5/a/d5abdfef37e60a625aba2a88bdca2cbf_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева,15км
"
Geely Monjaro,"

$
45600



$
27500

",https://im.mashina.kg/tachka/images//8/2/f/82fa7a65feb352f6e5f1dab0f8a2eb28_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева,50км
"
LiXiang L7,"

$
53500



$
52000

",https://im.mashina.kg/tachka/images//a/e/5/ae52aafe79012d57cd2d7347a8aa08ee_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,23км
"
EXEED VX,"
$41300

3690568сом
",https://im.mashina.kg/tachka/images//5/c/6/5c650390eaf4ba3d41cfba09d3b4cb0d_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,18км
"
Chevrolet Spark,"
$8500

759560сом
",https://im.mashina.kg/tachka/images//7/6/2/7626b1a8a687fe475f4ae3045646aaa2_240x180.jpg,"

2016г.,1л.,вариатор



хэтчбек5дв.,бензин

рульслева,132000км
"
EXEED Yaoguang,"

$
29000



$
28200

",https://im.mashina.kg/tachka/images//2/d/9/2d9b1c208595433df5801ad00e691eeb_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева,25км
"
EXEED RX,"

$
45600



$
27500

",https://im.mashina.kg/tachka/images//f/f/e/ffe2d07c10000eeb6cb5f1364e4868bd_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева,35км
"
Voyah Free,"
$47500

4244600сом
",https://im.mashina.kg/tachka/images//d/6/1/d61d758e301f37d8805445b608281da6_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,7км
"
Toyota Camry,"
$24999

2233911сом
",https://im.mashina.kg/tachka/images//4/1/a/41a93756e559101ff7cbcdaab4b6675d_240x180.jpg,"

2020г.,2.5л.,автомат



седан,бензин

рульслева,24000км
"
BMW X5,"
$41900

3744184сом
",https://im.mashina.kg/tachka/images//2/d/3/2d32868d4425a47cae21c3a905a3d762_240x180.jpg,"

2018г.,3л.,автомат



внедорожник5дв.,дизель

рульслева,155000км
"
Kia Morning,"
$8999

804151сом
",https://im.mashina.kg/tachka/images//6/f/7/6f7685fe8e12abe1db4632da9448df14_240x180.jpg,"

2017г.,1л.,автомат



хэтчбек5дв.,бензин

рульслева,44000км
"
Zeekr 001,"
$52800

4718208сом
",https://im.mashina.kg/tachka/images//7/e/9/7e9074a13e05c63ab7324bf2c132071b_240x180.jpg,"

2023г.,автомат



лифтбек,электро

рульслева,23км
"
Voyah Dream,"

$
63000



$
55100

",https://im.mashina.kg/tachka/images//3/3/4/3343c6c31321ff5a401f660670f438e3_240x180.jpg,"

2023г.,1.5л.,автомат



минивэн,гибрид

рульслева,23км
"
Geely Monjaro,"
$31800

2841648сом
",https://im.mashina.kg/tachka/images//7/4/7/7475f0b2d1eb5a3a7ced3da9694b174a_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,10км
"
Kia Morning,"
$8999

804151сом
",https://im.mashina.kg/tachka/images//7/2/f/72f2c4fd703d0fa61240f2d68e9d2878_240x180.jpg,"

2017г.,1л.,автомат



хэтчбек5дв.,бензин

рульслева,44000км
"
Daewoo Damas,"
$2350

210000сом
",https://im.mashina.kg/tachka/images//3/c/1/3c10373a85da604f4f3717d3c400805c_240x180.jpg,"

1998г.,0.8л.,механика



микровэн,бензин

рульслева
"
Lexus NX,"
$26500

2368040сом
",https://im.mashina.kg/tachka/images//4/a/2/4a23669008439d74d99665113a6cdb08_240x180.jpg,"

2016г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,97000км
"
Lotus Eletre,"

$
78050



$
74000

",https://im.mashina.kg/tachka/images//7/b/d/7bd3b5c785d8c5a4c4e9dad921d03cdd_240x180.jpg,"

2023г.,автомат



внедорожник5дв.,электро

рульслева,25км
"
Voyah Dream,"

$
60000



$
54000

",https://im.mashina.kg/tachka/images//2/8/8/2882c35a76913f70e4c77835d44695ec_240x180.jpg,"

2023г.,1.5л.,автомат



минивэн,гибрид

рульслева,25км
"
Geely Atlas Pro,"
$23300

2082088сом
",https://im.mashina.kg/tachka/images//0/9/c/09c548cc7197f2e99e849e92871482aa_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,бензин

рульслева,13км
"
Kia K5 II Седан,"
$14900

1331464сом
",https://im.mashina.kg/tachka/images//0/5/9/059b7f1a2d15cf9ed320a01a376da04f_240x180.jpg,"

2018г.,2л.,автомат



седан,газ

рульслева,121000км
"
Honda Stepwgn,"
$7100

634456сом
",https://im.mashina.kg/tachka/images//8/6/e/86e9e1935152325db4225a7dd8cb90b9_240x180.jpg,"

2000г.,2л.,автомат



минивэн,бензин

рульсправа,152000км
"
HiPhi X,"

$
78050



$
76100

",https://im.mashina.kg/tachka/images//7/4/d/74dece346361901650f79bcc2750025c_240x180.jpg,"

2023г.,автомат



внедорожник5дв.,электро

рульслева,23км
"
Voyah Dream,"

$
63000



$
56000

",https://im.mashina.kg/tachka/images//6/e/9/6e9ba0d23ff86b378f4dba128223a401_240x180.jpg,"

2023г.,1.5л.,автомат



минивэн,гибрид

рульслева,30км
"
Toyota Land Cruiser,"
$105000

9382800сом
",https://im.mashina.kg/tachka/images//c/f/5/cf59ed47ed6df1b5cd89a6e540d00b15_240x180.jpg,"

2023г.,3.4л.,автомат



внедорожник5дв.,бензин

рульслева,150км
"
Daewoo Lanos (Sens),"
$2462

220000сом
",/bundles/client/default/img/no-preview.jpg,"

1999г.,1.5л.,механика



седан,бензин

рульслева,330557км
"
LiXiang L7,"

$
65600



$
51500

",https://im.mashina.kg/tachka/images//2/3/4/2344a5eeeda6e5bfd95d05ee0a34fcb7_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,35км
"
Zeekr 001,"
$64500

5763720сом
",https://im.mashina.kg/tachka/images//0/5/b/05b8258df9f4d6329c9d51d589aa3be6_240x180.jpg,"

2023г.,автомат



лифтбек,электро

рульслева,12км
"
Audi A7,"
$25800

2305488сом
",https://im.mashina.kg/tachka/images//b/9/6/b9676b69bd9c5c9a846091f11f980570_240x180.jpg,"

2011г.,3л.,робот



лифтбек,бензин

рульслева,160000км
"
Toyota Land Cruiser,"
$18000

1608480сом
",https://im.mashina.kg/tachka/images//4/1/6/416296ca27d83ad4729e6c21220ad892_240x180.jpg,"

2003г.,4.7л.,автомат



внедорожник5дв.,бензин

рульслева,193470км
"
Daewoo Nexia,"
$2238

200000сом
",https://im.mashina.kg/tachka/images//d/c/9/dc96bb9d2d1e9b6281e5bed7d016eec5_240x180.jpg,"

2005г.,1.6л.,механика



седан,бензин

рульслева,104000км
"
Zeekr 001,"
$52600

4700336сом
",https://im.mashina.kg/tachka/images//2/6/7/2672252af55e76d40c105df59c67d802_240x180.jpg,"

2023г.,автомат



лифтбек,электро

рульслева,25км
"
LiXiang L9,"

$
66600



$
62000

",https://im.mashina.kg/tachka/images//0/e/e/0ee83cc5092455de965d93396d57d795_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,29км
"
Zeekr 001,"
$64500

5763720сом
",https://im.mashina.kg/tachka/images//1/6/1/161b4838bb1a70f9eb0b409095bf5316_240x180.jpg,"

2023г.,автомат



лифтбек,электро

рульслева,13км
"
Toyota Highlander,"
$22500

2010600сом
",https://im.mashina.kg/tachka/images//a/0/b/a0b9626ae1eaabbaf8c8372018ef0dc0_240x180.jpg,"

2011г.,3.5л.,автомат



внедорожник5дв.,бензин

рульслева,180000км
"
ВАЗ (Lada) 2107,"
$3469

310000сом
",https://im.mashina.kg/tachka/images//4/1/7/4175675c6af312f77d0e60557dc35edd_240x180.jpg,"

2011г.,1.6л.,механика



седан,бензин

рульслева,44444км
"
Mercedes-Benz E-класс,"
$7833

700000сом
",https://im.mashina.kg/tachka/images//f/d/c/fdca4968c6d84f1c7e140648465b2033_240x180.jpg,"

2002г.,2.7л.,автомат



седан,дизель

рульслева,300000км
"
Toyota Highlander,"
$22000

1965920сом
",https://im.mashina.kg/tachka/images//2/0/a/20ae7e18f1b2ec99a5ec4427676261c8_240x180.jpg,"

2011г.,3.5л.,автомат



внедорожник5дв.,бензин

рульслева,200000км
"
BMW 5 серии,"
$12500

1117000сом
",https://im.mashina.kg/tachka/images//a/6/1/a61b2cffe109447ef531d7a66959dc2e_240x180.jpg,"

2009г.,3л.,автомат



седан,бензин

рульслева,206000км
"
LiXiang L9,"

$
66600



$
62000

",https://im.mashina.kg/tachka/images//8/7/d/87d4574ba946574a848bf87aed80cd4d_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,20км
"
Voyah Free,"
$36500

3261640сом
",https://im.mashina.kg/tachka/images//7/5/d/75d8a6e47cbda075092dc99678a23dea_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,23км
"
Lexus LX,"
$33000

2948880сом
",https://im.mashina.kg/tachka/images//a/6/f/a6f01afa6a74028812db997aeba16da8_240x180.jpg,"

2008г.,5.7л.,автомат



внедорожник5дв.,бензин

рульслева,220000км
"
Toyota Crown Majesta,"
$8999

804151сом
",https://im.mashina.kg/tachka/images//b/d/9/bd9ad591f759f187bf5f2a0f687c84ec_240x180.jpg,"

2004г.,4.3л.,автомат



седан,бензин

рульсправа,231000км
"
BMW X5,"
$36900

3297384сом
",https://im.mashina.kg/tachka/images//1/2/d/12d29371832f5e972c32146945f76106_240x180.jpg,"

2017г.,3л.,автомат



внедорожник5дв.,дизель

рульслева,150000км
"
LiXiang L7,"
$52100

4655656сом
",https://im.mashina.kg/tachka/images//8/c/4/8c4a9e1e29c7c3a234ae00f1cb9f1a00_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,25км
"
LiXiang L9,"

$
66600



$
62000

",https://im.mashina.kg/tachka/images//0/e/1/0e125390feffb34a0caaa6a3397f7e55_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,20км
"
Kia K5 III Седан,"
$22500

2010600сом
",https://im.mashina.kg/tachka/images//0/d/0/0d043501e1b5caaebdc34943bbf5123e_240x180.jpg,"

2020г.,2л.,автомат



седан,бензин

рульслева,46000км
"
Geely Coolray,"
$18500

1653160сом
",https://im.mashina.kg/tachka/images//8/a/e/8ae0065ebc3e46d6b0a874f1552825f9_240x180.jpg,"

2023г.,1.5л.,робот



внедорожник5дв.,бензин

рульслева
"
Subaru Crosstrek,"
$13500

1206360сом
",https://im.mashina.kg/tachka/images//a/e/6/ae64fc53b2b5ab7f7a9678ed4881e067_240x180.jpg,"

2017г.,2л.,вариатор



внедорожник5дв.,бензин

рульслева,41000км
"
Geely Monjaro,"

$
28000



$
26500

",https://im.mashina.kg/tachka/images//a/8/2/a82493791a9ac5f5d2e49ac18f47b8ab_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,20км
"
Geely Monjaro,"

$
45600



$
27500

",https://im.mashina.kg/tachka/images//d/9/7/d97bd768f680de9c08b4ddf2fb9c5ed5_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,25км
"
Toyota Highlander,"
$42000

3753120сом
",https://im.mashina.kg/tachka/images//4/6/3/46355b90150f1c96d5ec5c12038a3a71_240x180.jpg,"

2019г.,3.5л.,автомат



внедорожник5дв.,бензин

рульслева,37000км
"
LiXiang L7,"
$59500

5316920сом
",https://im.mashina.kg/tachka/images//8/3/6/8364c3c3415018a92481ef95b1ef7f44_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,1км
"
Kia Morning,"
$9500

848920сом
",https://im.mashina.kg/tachka/images//4/3/b/43b51be09f9801a8369521e2c7e8b902_240x180.jpg,"

2018г.,1л.,автомат



хэтчбек5дв.,бензин/газ

рульслева,36000км
"
Haval Dargo,"

$
28000



$
25590

",https://im.mashina.kg/tachka/images//4/b/f/4bfe8d85bb63b9d2c82e6ad1a212a622_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева,20км
"
Geely Monjaro,"

$
33500



$
25800

",https://im.mashina.kg/tachka/images//5/c/e/5cee7e738341ad722b292f96d33422b1_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,37км
"
Toyota Land Cruiser Prado,"
$22000

1965920сом
",https://im.mashina.kg/tachka/images//e/5/6/e56f578d60863329941e1ae922f95f57_240x180.jpg,"

2005г.,4л.,автомат



внедорожник5дв.,бензин

рульслева,240000км
"
Geely Okavango,"
$26500

2368040сом
",https://im.mashina.kg/tachka/images//b/9/3/b93443b3bf74d215ae62e1a74926bc8a_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева
"
Toyota Highlander,"
$64500

5763720сом
",https://im.mashina.kg/tachka/images//d/9/9/d99fe6fa665b3cb9e2bf454ebe37a2fd_240x180.jpg,"

2023г.,2.5л.,автомат



внедорожник5дв.,гибрид

рульслева
"
Haval Dargo,"
$25590

2286722сом
",https://im.mashina.kg/tachka/images//6/0/2/60267d23a274ab3fbd9eee143dfc2f4f_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева,20км
"
Changan Shenlan S7,"

$
29000



$
27500

",https://im.mashina.kg/tachka/images//2/d/9/2d9ffc6e9e5de74ceebe459dabebb6f8_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,25км
"
BMW X5,"
$37000

3306320сом
",https://im.mashina.kg/tachka/images//3/f/7/3f7805eb7149b9a11a16546c58aa1ce0_240x180.jpg,"

2014г.,4.4л.,автомат



внедорожник5дв.,бензин

рульслева,120000км
"
EXEED RX,"
$32000

2859520сом
",https://im.mashina.kg/tachka/images//f/e/a/fea55ac7666c11dde010b7b430963f12_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева
"
Subaru Forester,"
$17000

1519120сом
",https://im.mashina.kg/tachka/images//a/8/f/a8f3165a586dc3c7a4708d61869b31af_240x180.jpg,"

2017г.,2.5л.,вариатор



внедорожник5дв.,бензин

рульслева,62000км
"
Jetour Traveller,"
$31500

2814840сом
",https://im.mashina.kg/tachka/images//6/b/8/6b8de1125587571febd72687691aa8c4_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева,1000км
"
EXEED VX,"
$45000

4021200сом
",https://im.mashina.kg/tachka/images//2/1/d/21da90f080c88fe7e6bf68f07bb1bc09_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева
"
EXEED RX,"
$31500

2814840сом
",https://im.mashina.kg/tachka/images//3/9/5/3951a3bc50e5f0a1acfea7b854d59cee_240x180.jpg,"

2023г.,2л.,робот



внедорожник5дв.,бензин

рульслева
"
Geely Atlas,"
$26000

2323360сом
",https://im.mashina.kg/tachka/images//f/5/7/f57fac17d514c22c67a6411ef5ff4d35_240x180.jpg,"

2023г.,2.4л.,автомат



внедорожник5дв.,бензин

рульслева,1км
"
Toyota RAV4,"
$22500

2010600сом
",https://im.mashina.kg/tachka/images//8/c/2/8c2fe3b75989dd2de7e839b5a1f26304_240x180.jpg,"

2016г.,2.5л.,автомат



внедорожник5дв.,бензин

рульслева,45000км
"
GAC GS8,"
$34400

3073984сом
",https://im.mashina.kg/tachka/images//2/1/3/213d177a2ec563c80968d004eee0b0cd_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева
"
Lexus RX,"
$19500

1742520сом
",https://im.mashina.kg/tachka/images//f/9/1/f9116c1815ad34f48dde0ad2069608c9_240x180.jpg,"

2009г.,3.5л.,автомат



внедорожник5дв.,бензин

рульслева,148000км
"
Chevrolet Monza,"

$
11000



$
10600

",https://im.mashina.kg/tachka/images//0/b/8/0b82574534c1bee71fc1e3c52395a736_240x180.jpg,"

2023г.,1.3л.,автомат



седан,бензин

рульслева,29км
"
Changan Shenlan S7,"

$
45600



$
27500

",https://im.mashina.kg/tachka/images//8/d/7/8d78f5edf8e07ca18198312ee258b4a7_240x180.jpg,"

2023г.,автомат



внедорожник5дв.,электро

рульслева,28км
"
Toyota Crown Majesta,"
$12000

1072320сом
",https://im.mashina.kg/tachka/images//d/1/7/d1787252d8601f3143af447232e97449_240x180.jpg,"

2006г.,4.3л.,автомат



седан,бензин

рульсправа,169000км
"
Haval H5,"
$28000

2502080сом
",https://im.mashina.kg/tachka/images//1/2/b/12b25c18cc2d16c87e0a0c082d010bdc_240x180.jpg,"

2023г.,2л.,автомат



внедорожник5дв.,бензин

рульслева
"
LiXiang L7,"
$52200

4664592сом
",https://im.mashina.kg/tachka/images//7/9/0/790b01d03234a7a14c0839dba87db0a9_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,25км
"
Voyah Free,"

$
38500



$
36500

",https://im.mashina.kg/tachka/images//4/1/1/41180cf5f6152a8a39b005687008dda3_240x180.jpg,"

2023г.,1.5л.,автомат



внедорожник5дв.,гибрид

рульслева,29км
"
Honda Jazz,"
$9500

848920сом
",https://im.mashina.kg/tachka/images//0/6/f/06f01f3cbbc257c509e1b50001b076b3_240x180.jpg,"

2007г.,1.3л.,вариатор



хэтчбек5дв.,бензин

рульслева,1855км
"
Toyota Camry,"
$19800

1769328сом
",https://im.mashina.kg/tachka/images//9/f/f/9ffc8cee2b44ef8193fda46d24be2994_240x180.jpg,"

2018г.,2.5л.,вариатор



седан,гибрид

рульслева,130000км
"
Honda Accord,"
$12800

1143808сом
",https://im.mashina.kg/tachka/images//9/1/6/91670d64b115a179609fc7111d06f6a2_240x180.jpg,"

2006г.,2.4л.,автомат



седан,бензин

рульсправа,1633км
"
Honda Fit,"
$4588

410000сом
",https://im.mashina.kg/tachka/images//f/5/8/f584c306e709e526a326cf06d6fcc49a_240x180.jpg,"

2001г.,1.3л.,вариатор



хэтчбек5дв.,бензин

рульсправа,250314км
"
